dsa,dbms,os,cn,oops,system_design,aptitude,web_dev,overall_accuracy,attempts,improvement_rate,learning_velocity,consistency_score,weak_topic_count,readiness_score,readiness_category
35.1,46.4,15.0,64.1,41.2,20.7,55.7,37.4,39.4,8,10.9,7.1,50.7,7,34.5,0
81.2,60.7,72.5,94.1,64.0,50.6,74.3,61.4,69.8,7,8.7,8.4,59.2,1,79.4,2
54.2,32.1,62.4,57.4,51.0,42.3,71.6,36.8,51.0,1,-4.3,11.8,60.2,6,49.3,0
49.4,64.9,70.2,90.4,87.2,59.1,69.1,60.8,68.9,6,6.8,8.8,58.3,2,73.7,1
41.9,29.8,34.3,40.3,23.9,41.1,51.3,49.9,39.1,8,18.8,8.3,71.8,8,40.0,0
47.1,55.5,54.0,32.6,61.9,17.9,51.6,53.2,46.7,1,-2.5,13.4,56.8,7,44.2,0
59.4,65.8,76.7,73.7,44.8,46.9,60.8,45.3,59.2,2,1.8,12.7,62.2,4,61.6,1
60.5,74.6,75.1,79.7,74.4,81.9,68.9,78.4,74.2,3,6.7,12.8,79.6,0,88.8,2
66.6,48.1,53.9,62.7,73.3,75.4,55.0,66.6,62.7,1,-4.5,12.2,71.1,3,70.9,1
49.4,26.3,52.5,38.3,24.1,56.3,40.6,49.1,42.1,3,1.2,8.8,64.2,8,40.4,0
55.8,57.7,80.0,69.9,67.4,62.2,66.7,56.2,64.5,8,13.9,8.5,75.2,3,66.8,1
16.0,38.3,27.6,34.2,26.3,23.3,20.5,22.3,26.1,8,22.8,9.0,78.2,8,23.4,0
46.8,48.1,84.3,57.4,62.6,47.5,25.9,59.0,54.0,10,33.5,10.1,50.1,6,54.5,0
65.3,60.8,56.2,45.0,40.6,85.6,53.9,66.3,59.2,3,2.6,10.3,58.1,4,69.0,1
29.0,46.7,46.7,26.1,25.8,23.2,45.7,21.8,33.1,2,0.6,10.7,66.6,8,33.3,0
60.8,68.2,86.2,60.5,80.2,95.7,82.6,81.0,76.9,4,5.4,10.8,62.4,0,85.4,2
38.7,21.1,22.7,61.7,37.4,10.0,20.0,23.3,29.4,2,-0.1,10.1,51.9,7,24.3,0
83.1,68.4,60.1,67.0,67.3,66.9,49.5,77.6,67.5,1,-0.1,15.0,69.5,1,78.3,2
70.3,69.8,70.0,85.4,75.2,71.4,82.9,77.7,75.3,5,8.0,10.0,81.6,0,88.7,2
31.3,60.1,28.4,37.5,45.5,50.4,34.6,65.6,44.2,2,-1.9,10.0,59.1,6,40.1,0
51.7,56.8,65.4,54.0,45.0,55.7,63.9,45.6,54.8,1,-3.1,13.1,77.6,6,54.1,0
60.9,79.3,36.1,66.8,74.1,60.0,65.6,50.9,61.7,1,-4.3,12.2,59.5,2,73.8,1
63.0,55.9,71.9,91.3,77.9,72.7,90.5,67.9,73.9,10,33.1,11.1,62.8,1,83.3,2
86.0,88.6,69.6,70.0,74.2,65.6,74.3,72.0,75.0,2,0.9,13.0,75.8,0,88.9,2
25.1,40.1,44.1,33.2,20.1,28.6,45.5,41.4,34.8,3,3.0,9.6,71.7,8,36.7,0
86.4,70.8,57.9,74.1,98.4,57.5,100.0,72.3,77.2,11,25.0,9.8,50.8,2,86.6,2
68.3,48.9,50.2,69.0,83.9,73.5,59.0,88.9,67.7,3,4.0,11.7,56.4,3,70.2,1
73.2,54.3,58.1,52.5,63.9,76.9,68.3,86.6,66.7,1,-0.5,15.0,64.5,3,70.5,1
48.3,63.2,55.1,31.2,42.4,67.8,48.6,62.3,52.4,3,1.4,9.4,63.5,5,55.8,0
55.1,70.7,60.1,61.5,55.3,39.8,47.7,63.6,56.7,1,-0.1,15.0,71.2,4,59.1,0
53.1,62.2,74.9,71.7,60.9,31.8,66.4,61.2,60.3,1,-1.4,15.0,60.0,2,64.3,1
30.4,28.1,32.8,18.1,38.4,32.3,20.0,33.4,29.2,7,9.6,6.7,79.3,8,27.1,0
55.8,50.6,58.6,50.8,48.0,36.4,63.7,50.0,51.7,2,-0.8,11.1,75.7,7,57.8,0
56.9,66.1,53.9,65.9,61.8,68.1,90.3,69.1,66.5,4,5.1,10.2,67.0,2,75.7,1
59.3,53.3,54.6,80.3,55.9,20.4,56.2,61.6,55.2,3,2.4,10.3,50.6,6,52.1,0
80.8,95.7,75.0,38.7,79.1,83.2,77.0,66.0,74.4,1,-3.8,13.4,50.1,1,84.7,2
14.2,15.0,15.0,28.0,27.8,18.9,31.9,39.3,23.8,3,-0.7,7.1,72.0,8,18.6,0
93.2,86.6,69.8,89.5,85.2,46.1,96.3,80.3,80.9,1,-2.6,14.8,51.4,1,91.3,2
59.7,77.0,62.0,48.0,74.4,54.7,51.2,44.4,58.9,2,2.1,12.7,64.5,5,59.8,0
55.0,79.6,71.7,65.5,60.7,64.1,78.6,67.7,67.9,3,0.3,10.0,74.6,1,74.7,1
87.4,59.7,67.4,75.3,86.2,70.9,43.2,63.8,69.2,1,-4.7,12.4,56.8,2,79.2,2
48.6,24.2,33.1,41.1,30.4,46.5,29.5,30.1,35.4,4,11.4,11.1,73.5,8,35.4,0
56.5,49.1,24.3,68.4,41.1,10.0,55.6,64.0,46.1,1,-1.3,14.2,39.8,6,41.5,0
57.5,55.6,26.8,55.1,57.0,40.5,48.3,53.1,49.2,3,3.7,10.7,68.0,8,48.6,0
11.0,54.4,36.3,52.4,51.4,33.8,37.2,52.2,41.1,5,8.6,8.7,55.7,8,34.9,0
55.6,50.2,61.1,50.2,39.1,33.9,33.6,48.1,46.5,2,-0.6,10.4,69.9,7,46.3,0
63.8,58.7,63.1,72.3,67.3,51.3,53.3,68.8,62.3,8,20.3,9.8,77.8,3,67.1,1
68.4,59.0,75.9,54.2,61.3,72.0,40.3,63.9,61.9,4,6.5,10.5,66.5,3,69.5,1
33.2,15.0,15.0,32.5,20.0,10.0,22.8,22.8,21.4,12,15.9,5.3,75.2,8,17.4,0
69.3,49.1,50.1,46.8,46.2,37.2,51.2,62.2,51.5,2,-2.1,9.7,70.2,6,54.9,0
59.7,51.6,57.2,56.9,54.1,56.0,69.8,73.9,59.9,10,25.6,9.5,76.6,6,66.9,1
52.7,70.0,49.9,71.5,72.0,51.1,51.5,56.9,59.4,4,2.1,8.7,70.3,5,62.4,1
32.8,51.2,52.8,18.7,56.4,24.9,29.1,55.6,40.2,5,12.5,10.0,54.0,8,36.8,0
44.9,65.0,56.2,75.9,49.7,81.5,54.8,76.0,63.0,9,26.3,9.9,59.2,4,68.8,1
27.2,27.0,24.1,15.0,30.5,49.4,26.7,45.0,30.6,3,0.1,8.4,66.3,8,29.5,0
13.5,36.0,38.1,36.2,30.1,63.1,28.1,55.3,37.6,7,10.3,7.1,53.4,7,31.0,0
82.0,73.1,67.1,88.2,82.4,77.4,79.8,70.7,77.6,3,2.3,11.2,79.2,0,91.6,2
91.5,69.5,49.6,52.0,73.2,70.9,60.1,56.6,65.4,4,6.8,10.8,58.8,3,79.0,2
96.8,78.6,59.3,77.2,100.0,64.2,86.4,67.7,78.8,3,2.4,11.0,55.5,1,89.1,2
34.3,40.5,69.8,50.4,42.0,61.8,34.5,45.6,47.4,1,-0.3,15.0,61.9,6,42.5,0
51.7,51.0,69.6,60.1,56.3,57.0,49.7,73.9,58.7,3,3.3,10.6,73.5,5,59.4,0
55.0,49.4,16.9,37.8,60.1,33.4,48.9,36.4,42.2,14,28.7,6.9,58.4,7,46.4,0
55.9,39.6,48.7,45.9,54.0,71.2,58.2,55.7,53.6,6,5.4,7.4,71.8,7,53.7,0
51.4,43.0,48.8,30.7,39.4,26.3,55.6,63.4,44.8,5,6.9,8.7,62.6,7,42.2,0
60.0,64.1,59.5,62.0,66.8,46.0,57.8,68.7,60.6,4,5.3,10.0,79.1,3,70.1,1
60.0,57.4,38.5,59.5,53.5,80.4,52.2,40.5,55.2,2,2.1,12.2,61.0,6,59.7,0
26.0,30.0,48.9,35.2,36.1,44.3,47.0,24.4,36.5,1,-1.8,13.5,71.7,8,30.9,0
57.0,72.3,62.9,47.2,59.7,10.0,56.3,66.3,54.0,1,-4.6,11.5,42.4,5,52.1,0
56.3,38.6,65.0,73.9,59.6,60.9,52.5,39.8,55.8,1,-2.5,13.5,63.9,5,55.7,0
67.6,85.0,70.4,64.9,62.8,45.5,74.1,62.4,66.6,4,2.9,9.4,66.2,1,77.7,1
51.3,56.7,49.9,48.4,57.9,29.4,41.3,42.9,47.2,6,12.9,8.9,72.3,8,47.7,0
35.0,20.8,31.7,44.1,27.4,66.8,38.7,50.7,39.4,2,2.5,11.9,56.6,7,32.0,0
44.3,34.1,32.1,49.8,55.5,68.5,52.0,63.1,49.9,1,-2.9,13.0,61.6,6,46.2,0
83.9,91.0,62.0,90.2,76.8,100.0,69.4,83.8,82.1,2,-2.6,11.1,63.1,0,98.5,2
23.8,40.4,33.4,57.6,26.5,29.9,37.4,58.1,38.4,2,-3.1,8.9,60.6,8,30.2,0
63.7,46.5,54.0,68.9,60.4,46.3,78.0,73.8,61.4,3,-1.0,8.7,64.3,3,68.7,1
51.7,62.9,26.8,56.5,61.2,40.1,22.2,36.3,44.7,2,-0.2,10.6,53.2,6,44.2,0
51.1,47.0,45.3,32.5,58.8,64.8,75.4,54.4,53.7,2,-1.0,10.9,60.9,6,52.9,0
62.6,65.9,67.7,57.4,58.6,60.5,81.0,81.9,67.0,9,16.3,8.8,71.3,2,75.8,1
68.7,69.9,85.3,68.6,78.5,94.0,77.9,96.0,79.9,2,2.2,13.7,67.1,0,88.7,2
77.2,47.6,80.7,66.6,69.9,76.3,62.7,69.1,68.8,6,9.5,9.7,68.8,1,83.6,2
71.2,70.4,57.5,59.0,79.4,82.0,69.9,46.3,67.0,4,7.3,11.0,64.2,3,76.6,1
71.8,43.8,53.2,65.1,50.6,36.0,45.7,60.6,53.4,2,-2.1,10.0,64.4,5,58.4,0
67.1,59.6,33.7,52.0,32.0,38.1,61.7,66.0,51.3,6,4.5,7.1,56.2,5,51.9,0
58.4,60.3,38.5,48.1,54.0,46.8,42.3,50.5,49.9,4,3.9,8.8,77.4,7,52.2,0
62.8,64.9,41.1,58.7,63.7,48.3,59.5,92.9,61.5,1,-0.8,15.0,54.7,4,61.7,1
34.2,49.6,51.1,41.8,42.9,55.3,48.2,35.9,44.9,1,-1.8,13.8,77.7,8,39.8,0
92.2,74.4,67.7,68.3,61.8,79.1,66.9,62.7,71.6,5,5.1,9.2,69.8,0,89.5,2
31.2,28.5,33.6,54.8,52.7,27.4,43.8,26.1,37.3,3,2.4,9.2,65.4,8,35.9,0
31.4,23.4,39.3,15.0,24.2,34.5,24.8,30.2,27.8,2,0.7,10.5,77.3,8,25.4,0
77.5,85.3,57.2,86.2,79.2,91.0,52.5,71.0,75.0,1,-2.2,14.6,58.4,2,84.3,2
77.8,85.6,81.4,100.0,72.6,83.2,80.1,67.3,81.0,1,-0.3,15.0,71.0,0,92.3,2
71.3,60.9,81.2,74.6,64.7,60.4,66.4,71.1,68.8,6,13.3,9.7,78.7,0,82.8,2
65.3,67.5,47.8,47.4,60.7,71.5,75.1,63.1,62.3,7,19.4,10.3,69.6,2,75.7,1
85.9,74.0,54.2,67.1,74.5,89.5,81.0,61.2,73.4,3,3.1,11.4,63.7,1,90.0,2
65.8,63.5,45.1,74.3,52.5,75.2,72.9,67.8,64.6,2,1.3,12.4,67.7,2,75.8,1
56.3,64.5,61.4,54.3,62.4,49.7,62.5,51.9,57.9,10,12.9,7.0,83.4,4,62.7,1
35.1,15.0,56.4,30.2,48.9,43.4,24.6,36.4,36.2,4,4.6,8.4,60.1,8,29.3,0
57.6,69.5,78.7,57.7,48.4,47.9,51.4,69.1,60.0,6,5.5,7.8,66.3,5,57.9,0
26.7,53.0,53.1,29.5,34.4,37.0,20.0,54.8,38.6,1,-3.3,12.3,59.7,8,33.8,0
66.0,69.8,87.2,75.3,100.0,76.1,77.4,88.4,80.0,3,2.6,11.4,66.7,0,88.1,2
44.6,51.3,42.5,22.5,26.3,11.8,42.3,37.2,34.8,8,13.3,7.1,60.1,8,34.9,0
21.9,15.0,46.8,48.8,32.1,38.4,21.4,26.2,31.3,2,1.6,11.5,62.9,8,24.7,0
39.2,49.6,48.4,34.9,58.4,29.8,57.4,40.9,44.8,5,8.4,8.9,69.0,8,42.7,0
25.7,40.5,29.7,41.2,53.0,17.7,37.4,39.4,35.6,4,3.6,8.3,67.4,8,26.9,0
63.5,66.4,88.8,63.0,45.0,72.6,61.3,87.3,68.5,1,-1.2,15.0,57.0,1,76.2,1
53.7,57.0,71.6,61.3,63.6,45.9,40.5,49.4,55.4,6,8.8,8.5,69.7,5,59.5,0
23.6,37.0,20.8,42.2,27.2,28.8,44.9,32.0,32.1,1,-0.7,14.0,74.1,8,25.7,0
39.1,37.5,64.0,60.7,55.1,46.9,68.8,41.6,51.7,5,9.7,9.8,63.8,5,53.6,0
30.6,45.9,51.8,26.5,45.2,20.9,28.8,38.0,36.0,15,41.7,7.7,67.3,8,38.2,0
57.4,65.1,73.1,61.3,65.6,63.0,79.4,68.1,66.6,12,18.7,7.7,79.2,1,78.6,2
23.2,44.1,29.9,64.4,26.5,10.0,28.7,30.4,32.2,6,16.9,9.4,51.9,7,35.6,0
67.9,67.2,76.0,71.9,56.1,51.3,53.9,69.2,64.2,3,2.7,10.5,72.7,3,71.8,1
55.7,41.2,48.0,43.5,41.3,67.4,38.1,36.7,46.5,4,5.9,9.4,68.9,7,50.3,0
30.2,46.6,39.0,40.1,50.0,24.4,44.1,63.3,42.2,5,11.0,9.7,64.1,7,38.0,0
73.4,55.6,40.8,36.7,68.2,68.7,51.3,45.7,55.0,1,-0.5,15.0,58.6,5,60.7,1
71.7,95.9,41.3,91.5,82.2,98.4,80.0,93.6,81.8,1,-4.1,13.2,44.0,1,86.5,2
21.7,18.6,54.2,22.7,29.5,15.1,44.9,15.0,27.7,4,0.7,6.8,56.7,8,23.3,0
30.9,38.5,32.4,57.3,47.6,41.8,64.6,45.9,44.9,1,-3.4,12.2,65.1,7,38.8,0
64.4,47.2,74.8,74.6,71.8,38.6,52.7,70.9,61.9,9,24.1,9.8,58.3,3,71.4,1
84.4,63.1,49.3,78.7,66.8,33.8,66.2,56.4,62.3,3,2.0,10.3,51.9,3,67.7,1
10.4,24.2,32.5,41.8,22.9,28.4,30.8,33.4,28.0,2,-0.4,9.9,72.3,8,22.1,0
33.7,54.0,63.7,56.3,63.0,57.9,64.6,54.2,55.9,2,-0.2,11.4,70.3,5,55.2,0
59.6,73.9,41.5,57.4,35.6,42.4,52.7,61.9,53.1,7,13.7,8.9,62.0,6,53.8,0
55.7,41.3,60.8,50.6,64.7,27.9,54.9,52.3,51.0,10,22.3,8.2,65.1,6,52.7,0
68.3,66.7,64.6,64.0,83.3,49.3,55.1,94.1,68.2,1,-2.5,14.2,56.8,2,71.3,1
58.0,47.2,57.8,31.0,60.2,58.0,85.3,34.7,54.0,6,9.3,8.4,49.2,6,58.4,0
60.5,70.3,90.5,45.4,86.7,78.5,78.4,76.0,73.3,4,5.8,10.7,56.4,1,80.0,2
37.5,80.8,58.2,60.1,48.6,52.7,56.7,44.3,54.9,4,3.8,8.8,61.3,6,55.5,0
43.0,24.1,41.2,41.2,34.6,31.8,30.6,43.7,36.3,6,15.4,9.5,78.8,8,35.7,0
86.0,72.9,87.7,77.5,52.7,42.8,59.1,63.2,67.7,1,-2.7,13.9,52.0,3,73.6,1
66.6,87.6,59.1,55.4,70.3,71.8,46.1,55.7,64.1,3,3.1,10.7,61.6,4,71.4,1
65.8,71.5,59.5,59.1,51.3,75.2,73.9,52.3,63.6,2,1.0,12.1,71.7,4,71.8,1
54.8,69.0,65.0,79.6,64.2,52.9,57.8,76.0,64.9,1,-2.1,14.6,71.1,3,64.5,1
59.6,42.9,39.9,75.7,57.2,46.5,53.4,50.3,53.2,1,-4.4,11.9,66.1,7,51.8,0
58.4,87.5,55.5,67.9,72.4,44.1,72.5,71.9,66.3,1,-4.3,12.8,60.3,3,68.1,1
66.3,57.0,39.1,33.8,48.3,47.9,50.3,47.9,48.8,4,8.3,10.3,70.1,7,50.9,0
43.5,40.0,43.5,72.2,38.0,78.7,43.5,47.2,50.8,1,-5.0,11.4,53.5,6,50.3,0
46.5,53.7,52.7,53.1,54.1,63.2,65.4,63.5,56.5,3,1.8,10.0,80.0,5,61.5,1
46.1,51.4,73.2,57.6,72.3,87.8,77.3,52.2,64.7,4,10.7,12.0,55.4,4,70.9,1
30.3,15.0,26.0,27.1,25.7,21.0,22.6,36.4,25.5,9,21.3,7.7,80.9,8,23.1,0
81.5,67.7,82.1,70.3,72.4,53.7,82.3,85.1,74.4,4,10.0,12.6,68.4,1,79.1,2
73.3,57.5,49.1,66.0,65.1,70.3,62.1,53.7,62.1,15,33.0,7.8,75.3,3,73.5,1
61.3,59.7,82.7,35.7,48.2,48.8,55.2,39.2,53.8,1,-3.9,12.2,55.8,6,51.3,0
13.6,21.9,43.1,27.9,25.7,10.0,20.0,24.5,23.3,5,15.2,9.9,70.0,8,21.0,0
69.0,74.8,55.4,62.4,56.8,78.4,66.4,46.3,63.7,1,-4.4,12.1,68.1,3,70.4,1
10.0,34.0,25.6,16.1,21.0,10.0,34.8,20.3,21.5,5,5.7,6.9,71.3,8,17.3,0
32.9,41.8,26.3,64.1,57.4,21.5,56.9,51.7,44.1,2,-1.8,9.6,52.6,7,36.8,0
42.3,39.9,39.2,54.6,47.2,45.1,46.9,41.5,44.6,4,6.8,9.5,84.9,8,41.4,0
30.5,49.9,37.6,39.9,32.4,21.2,52.1,59.7,40.4,2,1.8,11.9,61.8,8,32.2,0
77.4,65.4,73.1,63.4,61.2,71.9,61.9,68.1,67.8,1,-3.1,13.5,82.4,0,82.2,2
83.5,41.7,45.0,68.6,52.5,34.0,47.8,65.7,54.8,5,11.8,10.4,50.8,5,57.3,0
42.7,44.6,66.7,48.9,49.0,44.9,46.0,55.4,49.8,9,8.7,6.2,76.4,7,48.6,0
23.2,40.5,31.7,52.1,40.8,32.4,53.6,49.0,40.4,1,-3.4,11.7,67.6,8,37.1,0
30.7,48.8,23.2,42.4,33.3,32.8,26.9,17.7,32.0,9,13.6,6.4,70.0,8,34.1,0
61.2,79.2,67.6,71.0,68.2,42.5,73.5,61.4,65.6,1,-1.0,15.0,66.9,1,70.5,1
61.5,63.2,67.1,62.2,36.5,49.4,63.1,58.8,57.7,5,8.0,9.4,70.0,3,63.1,1
31.4,64.8,54.0,89.7,61.0,61.5,44.0,57.4,58.0,12,39.9,9.6,49.5,4,61.6,1
86.3,87.4,82.8,67.9,80.9,70.6,99.1,83.8,82.4,1,-3.4,14.1,70.7,0,91.6,2
80.3,57.6,67.8,43.9,60.4,35.1,74.1,57.5,59.6,2,-0.3,11.3,55.3,4,66.4,1
29.7,71.3,63.7,51.6,56.7,41.8,81.2,66.4,57.8,2,-0.2,11.2,50.4,4,52.9,0
31.8,55.3,56.3,65.7,38.7,23.4,38.3,42.4,44.0,2,1.6,11.9,57.9,7,40.1,0
65.2,85.5,66.3,38.1,68.3,32.3,75.9,65.6,62.2,5,4.0,8.8,46.0,2,71.1,1
52.5,34.4,43.2,22.8,38.7,38.7,47.3,52.8,41.3,4,3.5,8.6,70.1,8,36.5,0
75.0,55.8,61.4,59.3,78.5,58.8,58.6,93.0,67.6,13,40.5,9.9,60.4,4,73.5,1
75.8,58.0,59.6,93.6,44.2,68.7,60.6,65.7,65.8,1,-2.0,14.6,56.6,3,71.4,1
43.3,66.6,64.5,64.1,54.4,63.3,66.4,55.8,59.8,3,7.1,12.7,75.7,3,67.0,1
26.5,56.7,35.8,22.1,32.1,39.8,30.0,28.8,34.0,3,2.6,9.3,68.1,8,30.7,0
38.4,38.1,69.4,61.2,64.6,43.4,39.9,45.2,50.0,9,20.5,8.5,61.5,5,48.5,0
37.3,49.9,33.1,62.0,45.8,64.0,39.5,54.9,48.3,1,-2.6,12.7,65.8,6,42.1,0
27.7,16.5,17.3,22.3,20.0,13.1,20.0,24.3,20.2,15,27.7,5.9,86.1,8,22.5,0
48.1,88.7,71.7,70.5,63.6,53.1,60.9,68.1,65.6,3,5.4,12.0,62.7,2,73.5,1
36.3,25.7,43.3,45.6,49.4,60.5,45.5,41.2,43.4,4,5.1,9.0,69.9,7,42.1,0
61.8,64.2,46.7,63.2,77.5,43.5,54.3,39.3,56.3,2,-1.0,10.7,61.8,4,61.8,1
40.0,58.7,57.4,43.1,44.7,41.0,45.5,44.1,46.8,7,8.9,7.4,78.5,8,45.5,0
64.7,74.7,63.1,75.1,55.5,65.4,86.3,37.2,65.2,3,2.5,10.8,55.9,2,76.9,1
53.3,25.3,52.6,46.5,36.8,46.0,46.9,36.1,42.9,4,4.9,8.5,71.5,8,37.7,0
59.4,25.9,25.4,47.3,35.8,34.0,36.5,42.4,38.3,4,5.4,8.8,66.2,8,34.4,0
27.6,68.8,46.7,33.4,58.6,35.5,44.1,43.7,44.8,2,0.2,11.4,59.5,7,37.7,0
68.4,79.4,67.9,48.3,74.2,54.0,76.3,60.3,66.1,1,-4.9,12.0,67.0,2,73.4,1
100.0,79.0,82.5,57.8,70.3,67.1,93.3,50.6,75.1,6,9.9,9.3,49.3,2,88.3,2
45.8,54.6,32.5,45.7,46.0,31.8,54.0,15.0,40.7,2,1.5,11.6,59.9,8,41.8,0
86.2,69.2,88.7,91.6,100.0,69.9,74.8,67.0,80.9,7,13.1,10.1,63.2,0,89.1,2
58.2,26.9,29.3,30.7,40.1,25.0,40.8,51.0,37.8,4,3.6,8.5,64.0,8,33.4,0
42.6,34.4,52.0,46.3,28.4,52.6,32.9,37.0,40.8,2,-0.7,10.2,73.0,8,39.6,0
88.6,75.2,70.9,91.2,83.4,69.6,72.5,82.0,79.2,4,7.1,11.5,75.2,0,93.8,2
64.0,61.0,73.4,75.2,54.0,57.7,79.1,90.9,69.4,4,8.9,11.5,62.8,2,75.1,1
69.8,71.2,74.7,61.2,56.4,69.5,79.7,79.1,70.2,5,10.1,10.5,75.7,1,79.7,2
47.6,56.4,21.5,39.6,34.8,19.0,60.5,49.6,41.1,7,22.5,10.2,54.2,7,40.2,0
87.2,74.0,78.1,59.0,64.4,68.9,85.1,70.4,73.4,1,-4.3,13.0,70.8,1,84.5,2
42.9,40.6,42.5,72.1,60.2,64.1,48.1,67.3,54.7,11,35.2,9.6,62.3,4,55.6,0
44.3,60.1,56.1,57.2,50.7,43.6,52.2,65.0,53.6,2,0.7,11.5,77.7,6,51.6,0
27.6,49.0,40.5,31.0,58.2,48.4,42.3,61.8,44.8,7,13.1,8.5,64.0,7,38.9,0
29.6,37.4,28.6,52.8,40.0,33.6,48.0,35.2,38.2,1,-0.0,14.9,74.5,8,34.8,0
88.0,73.3,89.7,84.2,74.6,83.0,70.6,64.9,78.5,1,-4.4,12.9,73.3,0,90.2,2
72.5,71.5,79.8,82.4,76.9,62.5,64.1,85.0,74.3,3,1.1,10.2,75.4,0,83.3,2
17.1,20.0,18.7,24.8,24.9,60.7,25.8,40.6,29.1,2,2.7,11.8,56.0,7,25.1,0
19.1,51.6,64.3,38.4,40.8,40.8,20.0,40.2,39.4,15,18.1,5.5,55.3,7,36.8,0
29.4,32.8,15.0,23.4,24.7,21.9,39.7,28.9,27.0,1,-2.4,12.6,77.6,8,24.6,0
57.6,39.6,49.6,75.6,61.0,62.8,37.5,32.4,52.0,1,-3.3,12.5,55.6,5,56.9,0
24.8,38.5,16.6,26.9,30.2,24.6,37.3,40.8,30.0,1,-4.4,10.7,75.0,8,27.8,0
39.7,49.8,61.4,45.3,63.4,42.5,53.4,59.2,51.8,1,-4.4,12.0,73.2,6,48.2,0
70.7,70.3,73.4,68.4,72.1,52.6,74.8,82.0,70.5,4,4.1,10.3,75.0,1,81.1,2
52.1,36.5,36.5,45.4,57.2,49.8,37.6,59.8,46.9,3,2.2,9.8,72.0,8,47.1,0
76.8,44.1,52.7,82.4,69.9,48.8,76.8,70.5,65.2,2,0.4,11.9,56.4,3,69.4,1
60.4,70.3,53.6,67.3,47.6,45.7,80.7,52.9,59.8,1,-3.8,12.8,63.6,4,64.0,1
85.7,86.5,73.0,88.5,73.3,57.1,84.5,72.9,77.7,1,-4.6,12.6,68.1,1,85.9,2
34.4,20.4,36.7,30.3,25.0,15.8,25.3,29.3,27.2,1,-0.4,14.0,79.1,8,24.2,0
10.9,18.5,50.3,26.0,22.8,34.3,26.1,32.2,27.6,5,9.0,8.1,64.7,8,21.5,0
61.0,27.6,44.5,34.0,60.3,47.9,57.3,27.4,45.0,6,15.8,9.8,57.9,6,50.8,0
55.6,29.5,55.9,73.9,40.4,44.5,51.5,40.4,49.0,6,18.0,10.7,59.7,7,48.9,0
39.0,62.8,67.9,67.4,49.5,55.7,67.4,61.7,58.9,13,22.2,7.1,69.2,3,63.9,1
61.2,20.1,35.6,56.2,32.1,34.4,30.6,48.5,39.8,8,13.3,7.3,57.9,7,40.8,0
22.0,15.0,16.0,39.0,34.6,24.2,33.0,44.2,28.5,3,3.7,9.3,67.7,8,21.8,0
61.9,88.6,100.0,74.4,75.0,66.5,100.0,65.8,79.0,2,-3.0,11.0,54.3,0,86.9,2
37.1,48.1,44.0,50.7,27.8,31.6,35.0,56.9,41.4,9,17.2,7.7,69.7,8,39.2,0
63.5,79.1,76.5,88.3,79.5,68.9,68.0,79.0,75.4,4,5.8,10.8,76.0,0,90.6,2
34.4,44.3,24.1,56.8,41.8,40.3,42.5,30.6,39.3,2,-2.5,9.3,70.5,8,33.9,0
49.9,52.5,49.0,58.1,66.0,63.5,60.2,34.3,54.2,3,5.6,11.6,69.6,5,59.6,0
33.8,26.3,60.7,64.9,45.6,40.1,30.8,49.1,43.9,15,45.0,8.3,58.4,6,46.1,0
77.2,74.1,84.8,86.4,80.4,64.9,83.3,68.3,77.4,7,22.8,12.1,76.6,0,91.9,2
43.5,43.1,45.0,63.6,30.7,22.1,24.4,29.5,37.7,2,-2.1,9.6,58.8,7,34.9,0
40.6,15.0,51.6,38.8,22.2,42.5,41.2,40.0,36.5,11,35.4,8.9,64.5,8,35.4,0
67.7,68.4,55.7,70.9,59.0,72.8,86.3,76.0,69.6,14,36.0,9.5,71.3,2,78.8,2
58.8,42.2,40.4,59.0,43.8,53.6,60.3,52.2,51.3,1,-4.7,11.1,75.7,7,50.0,0
58.6,66.3,99.6,82.2,66.9,71.7,80.4,78.0,75.5,8,25.1,11.2,62.2,1,84.9,2
82.4,71.8,73.3,78.8,73.4,92.1,72.8,100.0,80.6,8,22.0,10.7,68.8,0,94.2,2
88.3,76.7,67.2,57.4,70.6,58.1,59.7,77.1,69.4,1,-0.5,15.0,67.2,3,77.5,1
58.9,70.8,74.9,74.6,80.4,55.0,53.9,69.0,67.2,4,7.1,10.6,70.1,3,70.8,1
55.0,70.6,67.8,43.4,58.9,58.1,52.5,42.4,56.1,2,-1.6,10.3,69.6,6,57.4,0
31.4,28.1,28.2,55.0,44.3,50.6,34.9,62.4,41.9,4,6.2,9.4,60.6,7,39.5,0
49.5,52.2,60.8,42.2,40.4,54.3,48.8,49.8,49.8,9,26.5,9.9,80.6,7,49.5,0
91.0,86.3,92.3,60.6,72.6,42.0,73.2,60.9,72.4,3,5.9,12.6,47.8,1,81.3,2
65.9,38.9,49.2,61.5,66.2,26.1,41.7,54.6,50.5,2,-0.5,11.1,57.2,5,52.2,0
25.5,15.0,18.1,31.8,25.2,13.3,20.0,27.2,22.0,9,18.4,6.7,80.8,8,18.9,0
46.4,63.6,69.2,72.1,59.4,62.3,73.1,63.8,63.7,13,17.1,7.2,74.5,2,72.5,1
45.3,77.7,62.4,48.0,50.6,22.0,57.3,43.7,50.9,1,-3.2,12.9,51.8,6,44.4,0
79.4,48.9,41.3,73.6,59.7,51.8,68.1,47.9,58.8,9,10.6,7.1,59.2,5,63.9,1
